timestamp,country,carbon_intensity,renewable_pct,hour,month
2024-01-12 00:00:00,Portugal,158.7,70.1,0,1
2024-01-12 01:00:00,Portugal,141.5,81.3,1,1
2024-01-12 02:00:00,Portugal,136.1,76.1,2,1
2024-01-12 03:00:00,Portugal,149.8,76.9,3,1
2024-01-12 04:00:00,Portugal,143.6,74.5,4,1
2024-01-12 05:00:00,Portugal,163.0,55.7,5,1
2024-01-12 06:00:00,Portugal,159.8,61.8,6,1
2024-01-12 07:00:00,Portugal,183.0,58.1,7,1
2024-01-12 08:00:00,Portugal,176.4,65.2,8,1
2024-01-12 09:00:00,Portugal,164.9,65.2,9,1
2024-01-12 10:00:00,Portugal,185.1,49.1,10,1
2024-01-12 11:00:00,Portugal,191.3,51.2,11,1
2024-01-12 12:00:00,Portugal,172.7,52.6,12,1
2024-01-12 13:00:00,Portugal,173.9,45.5,13,1
2024-01-12 14:00:00,Portugal,147.8,44.4,14,1
2024-01-12 15:00:00,Portugal,185.7,44.4,15,1
2024-01-12 16:00:00,Portugal,162.5,54.5,16,1
2024-01-12 17:00:00,Portugal,138.0,45.7,17,1
2024-01-12 18:00:00,Portugal,137.4,59.6,18,1
2024-01-12 19:00:00,Portugal,152.0,55.9,19,1
2024-01-12 20:00:00,Portugal,159.7,62.4,20,1
2024-01-12 21:00:00,Portugal,144.7,69.5,21,1
2024-01-12 22:00:00,Portugal,148.7,59.1,22,1
2024-01-12 23:00:00,Portugal,126.6,60.3,23,1
2024-01-13 00:00:00,Portugal,122.8,69.1,0,1
2024-01-13 01:00:00,Portugal,152.0,61.7,1,1
2024-01-13 02:00:00,Portugal,149.0,63.8,2,1
2024-01-13 03:00:00,Portugal,145.5,67.0,3,1
2024-01-13 04:00:00,Portugal,166.4,67.6,4,1
2024-01-13 05:00:00,Portugal,142.6,57.9,5,1
2024-01-13 06:00:00,Portugal,154.6,60.8,6,1
2024-01-13 07:00:00,Portugal,178.3,64.0,7,1
2024-01-13 08:00:00,Portugal,193.5,65.8,8,1
2024-01-13 09:00:00,Portugal,174.2,44.0,9,1
2024-01-13 10:00:00,Portugal,198.8,60.6,10,1
2024-01-13 11:00:00,Portugal,171.6,56.0,11,1
2024-01-13 12:00:00,Portugal,184.2,43.1,12,1
2024-01-13 13:00:00,Portugal,177.1,39.8,13,1
2024-01-13 14:00:00,Portugal,157.0,50.4,14,1
2024-01-13 15:00:00,Portugal,177.4,45.9,15,1
2024-01-13 16:00:00,Portugal,181.9,50.1,16,1
2024-01-13 17:00:00,Portugal,163.3,55.9,17,1
2024-01-13 18:00:00,Portugal,159.1,50.8,18,1
2024-01-13 19:00:00,Portugal,172.7,56.4,19,1
2024-01-13 20:00:00,Portugal,134.0,60.7,20,1
2024-01-13 21:00:00,Portugal,126.7,65.7,21,1
2024-01-13 22:00:00,Portugal,134.3,73.2,22,1
2024-01-13 23:00:00,Portugal,125.4,74.9,23,1
2024-01-14 00:00:00,Portugal,157.2,68.1,0,1
2024-01-14 01:00:00,Portugal,144.6,66.3,1,1
2024-01-14 02:00:00,Portugal,131.6,81.7,2,1
2024-01-14 03:00:00,Portugal,138.0,71.4,3,1
2024-01-14 04:00:00,Portugal,186.6,69.1,4,1
2024-01-14 05:00:00,Portugal,147.0,58.7,5,1
2024-01-14 06:00:00,Portugal,150.2,67.5,6,1
2024-01-14 07:00:00,Portugal,169.1,56.1,7,1
2024-01-14 08:00:00,Portugal,178.2,55.4,8,1
2024-01-14 09:00:00,Portugal,177.0,47.7,9,1
2024-01-14 10:00:00,Portugal,165.7,50.0,10,1
2024-01-14 11:00:00,Portugal,164.5,51.3,11,1
2024-01-14 12:00:00,Portugal,187.6,40.7,12,1
2024-01-14 13:00:00,Portugal,178.6,43.2,13,1
2024-01-14 14:00:00,Portugal,156.3,47.6,14,1
2024-01-14 15:00:00,Portugal,189.1,41.1,15,1
2024-01-14 16:00:00,Portugal,179.9,42.1,16,1
2024-01-14 17:00:00,Portugal,162.1,46.1,17,1
2024-01-14 18:00:00,Portugal,156.7,44.9,18,1
2024-01-14 19:00:00,Portugal,157.8,59.0,19,1
2024-01-14 20:00:00,Portugal,141.2,52.3,20,1
2024-01-14 21:00:00,Portugal,128.6,65.0,21,1
2024-01-14 22:00:00,Portugal,146.8,68.3,22,1
2024-01-14 23:00:00,Portugal,122.3,58.2,23,1
2024-01-15 00:00:00,Portugal,145.0,66.9,0,1
2024-01-15 01:00:00,Portugal,122.2,64.9,1,1
2024-01-15 02:00:00,Portugal,141.4,61.4,2,1
2024-01-15 03:00:00,Portugal,144.1,65.7,3,1
2024-01-15 04:00:00,Portugal,172.8,65.3,4,1
2024-01-15 05:00:00,Portugal,141.2,69.2,5,1
2024-01-15 06:00:00,Portugal,141.9,68.9,6,1
2024-01-15 07:00:00,Portugal,156.9,54.2,7,1
2024-01-15 08:00:00,Portugal,155.6,55.7,8,1
2024-01-15 09:00:00,Portugal,166.6,58.5,9,1
2024-01-15 10:00:00,Portugal,182.7,59.8,10,1
2024-01-15 11:00:00,Portugal,189.2,36.8,11,1
2024-01-15 12:00:00,Portugal,201.2,56.7,12,1
2024-01-15 13:00:00,Portugal,169.9,47.4,13,1
2024-01-15 14:00:00,Portugal,211.1,56.9,14,1
2024-01-15 15:00:00,Portugal,199.5,45.9,15,1
2024-01-15 16:00:00,Portugal,167.4,44.5,16,1
2024-01-15 17:00:00,Portugal,135.8,51.2,17,1
2024-01-15 18:00:00,Portugal,158.9,59.8,18,1
2024-01-15 19:00:00,Portugal,155.8,55.6,19,1
2024-01-15 20:00:00,Portugal,120.6,44.4,20,1
2024-01-15 21:00:00,Portugal,146.8,64.5,21,1
2024-01-15 22:00:00,Portugal,140.1,53.7,22,1
2024-01-15 23:00:00,Portugal,130.6,59.4,23,1
2024-01-16 00:00:00,Portugal,148.0,59.9,0,1
2024-01-16 01:00:00,Portugal,153.5,57.0,1,1
2024-01-16 02:00:00,Portugal,136.5,60.7,2,1
2024-01-16 03:00:00,Portugal,148.8,61.9,3,1
2024-01-16 04:00:00,Portugal,141.6,63.1,4,1
2024-01-16 05:00:00,Portugal,144.8,64.8,5,1
2024-01-16 06:00:00,Portugal,161.0,61.1,6,1
2024-01-16 07:00:00,Portugal,171.9,52.0,7,1
2024-01-16 08:00:00,Portugal,162.8,56.9,8,1
2024-01-16 09:00:00,Portugal,145.8,61.1,9,1
2024-01-16 10:00:00,Portugal,184.8,58.5,10,1
2024-01-16 11:00:00,Portugal,158.9,51.7,11,1
2024-01-16 12:00:00,Portugal,181.6,52.9,12,1
2024-01-16 13:00:00,Portugal,202.1,53.5,13,1
2024-01-16 14:00:00,Portugal,177.1,55.9,14,1
2024-01-16 15:00:00,Portugal,158.9,58.2,15,1
2024-01-16 16:00:00,Portugal,151.3,47.5,16,1
2024-01-16 17:00:00,Portugal,180.2,49.4,17,1
2024-01-16 18:00:00,Portugal,159.8,61.5,18,1
2024-01-16 19:00:00,Portugal,161.7,64.5,19,1
2024-01-16 20:00:00,Portugal,161.9,66.9,20,1
2024-01-16 21:00:00,Portugal,145.2,47.0,21,1
2024-01-16 22:00:00,Portugal,138.7,61.7,22,1
2024-01-16 23:00:00,Portugal,128.6,46.2,23,1
2024-01-17 00:00:00,Portugal,100.5,70.9,0,1
2024-01-17 01:00:00,Portugal,121.3,68.0,1,1
2024-01-17 02:00:00,Portugal,141.8,68.3,2,1
2024-01-17 03:00:00,Portugal,143.6,66.9,3,1
2024-01-17 04:00:00,Portugal,155.2,74.2,4,1
2024-01-17 05:00:00,Portugal,153.2,63.4,5,1
2024-01-17 06:00:00,Portugal,162.0,69.0,6,1
2024-01-17 07:00:00,Portugal,175.3,63.8,7,1
2024-01-17 08:00:00,Portugal,158.7,60.1,8,1
2024-01-17 09:00:00,Portugal,170.5,58.1,9,1
2024-01-17 10:00:00,Portugal,156.7,53.6,10,1
2024-01-17 11:00:00,Portugal,191.8,44.6,11,1
2024-01-17 12:00:00,Portugal,180.5,53.5,12,1
2024-01-17 13:00:00,Portugal,185.6,52.5,13,1
2024-01-17 14:00:00,Portugal,197.1,47.2,14,1
2024-01-17 15:00:00,Portugal,188.0,52.6,15,1
2024-01-17 16:00:00,Portugal,169.2,54.6,16,1
2024-01-17 17:00:00,Portugal,175.3,43.5,17,1
2024-01-17 18:00:00,Portugal,141.7,52.2,18,1
2024-01-17 19:00:00,Portugal,160.4,52.8,19,1
2024-01-17 20:00:00,Portugal,151.8,52.8,20,1
2024-01-17 21:00:00,Portugal,125.1,62.5,21,1
2024-01-17 22:00:00,Portugal,159.8,58.1,22,1
2024-01-17 23:00:00,Portugal,131.7,62.6,23,1
2024-01-18 00:00:00,Portugal,148.7,68.1,0,1
2024-01-18 01:00:00,Portugal,135.3,69.7,1,1
2024-01-18 02:00:00,Portugal,155.4,69.9,2,1
2024-01-18 03:00:00,Portugal,162.7,80.6,3,1
2024-01-18 04:00:00,Portugal,139.4,63.7,4,1
2024-01-18 05:00:00,Portugal,135.2,66.5,5,1
2024-01-18 06:00:00,Portugal,158.3,56.0,6,1
2024-01-18 07:00:00,Portugal,176.0,63.4,7,1
2024-01-18 08:00:00,Portugal,165.2,64.7,8,1
2024-01-18 09:00:00,Portugal,166.3,62.5,9,1
2024-01-18 10:00:00,Portugal,183.6,49.3,10,1
2024-01-18 11:00:00,Portugal,144.0,49.3,11,1
2024-01-18 12:00:00,Portugal,171.5,56.7,12,1
2024-01-18 13:00:00,Portugal,161.6,47.8,13,1
2024-01-18 14:00:00,Portugal,181.1,53.6,14,1
2024-01-18 15:00:00,Portugal,164.7,42.7,15,1
2024-01-18 16:00:00,Portugal,155.7,57.4,16,1
2024-01-18 17:00:00,Portugal,160.6,56.9,17,1
2024-01-18 18:00:00,Portugal,141.2,55.7,18,1
2024-01-18 19:00:00,Portugal,154.7,50.8,19,1
2024-01-18 20:00:00,Portugal,141.3,57.1,20,1
2024-01-18 21:00:00,Portugal,141.0,61.5,21,1
2024-01-18 22:00:00,Portugal,133.5,64.5,22,1
2024-01-18 23:00:00,Portugal,152.4,64.5,23,1
2024-01-19 00:00:00,Portugal,138.6,65.4,0,1
2024-01-19 01:00:00,Portugal,147.4,68.8,1,1
2024-01-19 02:00:00,Portugal,148.8,76.1,2,1
2024-01-19 03:00:00,Portugal,135.5,56.0,3,1
2024-01-19 04:00:00,Portugal,157.3,58.7,4,1
2024-01-19 05:00:00,Portugal,159.3,56.1,5,1
2024-01-19 06:00:00,Portugal,164.0,59.0,6,1
2024-01-19 07:00:00,Portugal,160.1,50.5,7,1
2024-01-19 08:00:00,Portugal,164.5,61.2,8,1
2024-01-19 09:00:00,Portugal,184.2,56.0,9,1
2024-01-19 10:00:00,Portugal,205.2,51.5,10,1
2024-01-19 11:00:00,Portugal,168.7,47.0,11,1
2024-01-19 12:00:00,Portugal,186.8,50.2,12,1
2024-01-19 13:00:00,Portugal,174.6,49.4,13,1
2024-01-19 14:00:00,Portugal,187.4,49.9,14,1
2024-01-19 15:00:00,Portugal,179.8,44.1,15,1
2024-01-19 16:00:00,Portugal,183.6,53.1,16,1
2024-01-19 17:00:00,Portugal,129.4,42.4,17,1
2024-01-19 18:00:00,Portugal,152.3,60.2,18,1
2024-01-19 19:00:00,Portugal,142.2,37.6,19,1
2024-01-19 20:00:00,Portugal,148.6,54.6,20,1
2024-01-19 21:00:00,Portugal,136.6,53.6,21,1
2024-01-19 22:00:00,Portugal,134.5,67.6,22,1
2024-01-19 23:00:00,Portugal,149.4,56.5,23,1
2024-01-20 00:00:00,Portugal,164.3,77.2,0,1
2024-01-20 01:00:00,Portugal,104.5,58.7,1,1
2024-01-20 02:00:00,Portugal,138.7,79.8,2,1
2024-01-20 03:00:00,Portugal,149.9,70.3,3,1
2024-01-20 04:00:00,Portugal,150.1,66.8,4,1
2024-01-20 05:00:00,Portugal,150.4,67.6,5,1
2024-01-20 06:00:00,Portugal,142.7,75.7,6,1
2024-01-20 07:00:00,Portugal,153.1,65.8,7,1
