timestamp,carbon_intensity,renewable_pct,production_mw,consumption_mw,solar_mw,wind_mw,hydro_mw,gas_mw,coal_mw,import_es_mw,import_fr_mw,export_es_mw,export_fr_mw,temperature_c,wind_speed_ms,cloud_cover_pct,humidity_pct,pressure_hpa,hour,day_of_week,day_of_year,month,year,green_score,demand_signal,grid_balance_mw,self_sufficiency_pct
2023-01-02 05:00:00,103.91,47.44,5001.3,4879.5,0.0,1553.3,1303.6,736.2,284.5,54.9,7.1,0.0,19.3,10.4,5.3,100.0,51.7,1010.4,5,0,2,1,2023,95.7,0,121.8,102.5
2023-01-02 06:00:00,108.66,51.88,5150.2,5006.0,11.5,1476.3,1160.4,761.6,240.5,75.7,62.4,0.0,25.0,13.0,8.4,27.3,43.1,1008.1,6,0,2,1,2023,100.0,0,144.2,102.9
2023-01-02 07:00:00,163.17,40.58,5818.2,5522.3,269.2,1856.7,1484.0,807.3,366.5,176.7,130.9,0.0,0.0,10.4,5.0,15.5,36.8,1008.5,7,0,2,1,2023,85.5,0,295.9,105.4
2023-01-02 08:00:00,139.21,40.68,4868.0,5792.2,435.1,1488.5,1192.3,657.4,225.1,48.8,2.9,552.2,417.2,7.9,6.2,48.0,46.2,1020.9,8,0,2,1,2023,90.1,1,-924.2,84.0
2023-01-02 09:00:00,128.68,52.04,5871.2,6000.8,815.7,1949.7,1345.2,828.7,304.2,0.0,1.1,76.9,62.3,7.6,8.3,56.9,46.3,1010.9,9,0,2,1,2023,100.0,0,-129.6,97.8
2023-01-02 10:00:00,168.86,28.69,6385.1,6269.1,1044.1,1899.9,1617.2,911.9,318.8,61.7,69.8,16.3,4.8,7.2,0.0,19.8,44.6,1016.6,10,0,2,1,2023,70.2,0,115.9,101.8
2023-01-02 11:00:00,136.06,37.66,6561.8,6692.4,1147.8,1994.5,1620.2,970.3,323.4,34.6,0.0,68.3,66.7,3.3,0.2,49.4,42.3,1011.4,11,0,2,1,2023,80.2,0,-130.6,98.0
2023-01-02 12:00:00,163.13,33.93,6800.3,6664.2,1254.4,2018.7,1730.7,895.9,396.7,41.4,44.5,24.1,47.0,5.2,2.8,0.0,43.4,1012.6,12,0,2,1,2023,80.4,0,136.1,102.0
2023-01-02 13:00:00,122.72,29.52,6818.2,6901.5,1238.3,2046.0,1665.9,889.2,381.4,7.4,1.5,12.7,23.3,2.6,3.3,52.5,51.2,1010.6,13,0,2,1,2023,83.8,0,-83.2,98.8
2023-01-02 14:00:00,130.07,32.82,7361.7,6891.7,1120.7,2261.3,1732.1,1020.0,374.8,243.4,143.7,25.3,1.5,2.7,7.0,11.7,49.4,1015.5,14,0,2,1,2023,93.2,0,470.0,106.8
2023-01-02 15:00:00,151.14,21.59,7750.3,6429.6,916.5,2478.8,1926.1,1073.3,392.7,798.5,525.9,33.6,18.6,4.9,1.9,62.6,66.9,1018.9,15,0,2,1,2023,69.5,-1,1320.7,120.5
2023-01-02 16:00:00,152.59,42.81,7665.6,7045.7,714.8,2435.6,1851.2,1062.8,322.7,365.0,276.0,0.0,0.0,3.1,11.2,31.5,51.6,1013.0,16,0,2,1,2023,96.9,-1,619.9,108.8
2023-01-02 17:00:00,132.71,47.09,7088.4,6208.7,386.3,2200.7,1632.4,1105.2,336.5,503.1,351.1,8.7,0.0,1.6,3.5,56.2,55.7,1011.7,17,0,2,1,2023,89.9,-1,879.8,114.2
2023-01-02 18:00:00,117.17,37.06,7122.3,5975.6,0.0,2035.3,1844.3,1085.7,350.1,678.2,457.6,0.0,0.0,-0.6,7.5,55.5,62.5,1017.6,18,0,2,1,2023,94.9,-1,1146.7,119.2
2023-01-02 19:00:00,103.46,57.32,7130.1,6325.5,0.0,2104.0,1737.0,1033.2,344.1,451.0,322.6,0.0,0.0,2.0,3.0,29.0,54.4,1014.9,19,0,2,1,2023,100.0,-1,804.7,112.7
2023-01-02 20:00:00,72.6,41.46,5962.6,5534.0,0.0,1844.3,1480.1,802.1,305.5,264.6,157.1,28.3,2.4,-1.5,8.1,0.0,50.6,1019.6,20,0,2,1,2023,100.0,0,428.6,107.7
2023-01-02 21:00:00,77.95,50.94,5955.5,4991.1,0.0,1711.0,1323.2,871.4,290.7,568.9,352.5,29.7,4.8,0.1,0.0,54.7,34.7,1010.0,21,0,2,1,2023,100.0,-1,964.5,119.3
2023-01-02 22:00:00,76.24,61.79,5692.0,5521.0,0.0,1706.0,1391.1,777.3,292.8,121.5,52.4,56.9,19.0,2.2,8.1,34.7,44.2,1015.9,22,0,2,1,2023,100.0,0,171.0,103.1
2023-01-02 23:00:00,99.55,51.67,5252.8,4798.3,0.0,1591.1,1365.8,748.2,265.2,284.8,184.8,0.0,0.0,5.8,4.7,46.7,42.9,1013.6,23,0,2,1,2023,100.0,-1,454.5,109.5
2023-01-03 00:00:00,85.39,47.32,5177.5,5052.3,0.0,1726.2,1141.4,725.6,277.7,92.4,30.1,42.5,2.5,3.9,9.0,74.9,54.7,1006.6,0,1,3,1,2023,100.0,0,125.2,102.5
2023-01-03 01:00:00,48.81,47.22,4281.6,4421.2,31.5,1269.5,1059.8,562.3,222.6,0.0,0.0,94.2,51.3,6.9,5.4,70.0,69.0,1022.0,1,1,3,1,2023,100.0,0,-139.7,96.8
2023-01-03 02:00:00,90.35,73.45,4269.5,4205.6,0.0,1131.4,1014.1,496.8,263.3,66.5,12.2,18.4,0.0,5.6,8.8,14.3,44.4,1011.0,2,1,3,1,2023,100.0,0,63.9,101.5
2023-01-03 03:00:00,83.92,54.82,4691.0,4563.7,0.0,1480.5,1227.8,567.6,233.0,97.4,21.1,9.4,0.0,10.2,1.8,60.8,36.8,1016.4,3,1,3,1,2023,100.0,0,127.3,102.8
2023-01-03 04:00:00,86.94,55.73,4074.5,4470.8,63.0,1321.6,982.7,606.5,237.6,0.0,36.4,233.9,161.0,10.6,0.5,37.3,61.8,1022.8,4,1,3,1,2023,100.0,1,-396.4,91.1
2023-01-03 05:00:00,119.76,46.87,4928.3,5048.5,0.0,1694.9,1267.1,698.2,212.5,53.7,0.0,93.1,48.1,12.5,5.5,46.8,45.0,1010.4,5,1,3,1,2023,97.1,0,-120.2,97.6
2023-01-03 06:00:00,137.64,58.2,5065.3,5362.3,0.0,1477.8,1313.2,763.5,234.1,3.4,31.7,164.3,131.9,10.1,11.0,49.7,35.2,1023.2,6,1,3,1,2023,100.0,1,-297.0,94.5
2023-01-03 07:00:00,146.18,42.49,5457.7,5712.5,262.0,1506.9,1339.3,797.2,236.4,17.2,0.0,151.2,125.1,11.8,3.7,74.7,39.3,1030.5,7,1,3,1,2023,82.8,0,-254.8,95.5
2023-01-03 08:00:00,123.93,40.65,5480.4,5725.2,489.9,1677.6,1406.8,876.9,326.9,37.4,21.6,161.9,123.0,6.7,5.6,100.0,49.2,1013.6,8,1,3,1,2023,87.8,0,-244.8,95.7
2023-01-03 09:00:00,141.74,42.31,6142.8,6441.9,788.5,1892.6,1516.5,871.1,309.0,20.6,0.0,160.8,121.5,7.0,0.0,32.5,52.3,1011.3,9,1,3,1,2023,82.5,0,-299.1,95.4
2023-01-03 10:00:00,159.6,29.16,6060.0,6177.4,947.2,1872.9,1540.7,842.2,256.5,0.0,20.2,79.7,38.7,6.8,8.6,77.0,56.4,1006.8,10,1,3,1,2023,79.9,0,-117.4,98.1
2023-01-03 11:00:00,175.18,32.26,6633.9,6680.7,1210.7,1951.9,1587.3,872.3,303.5,7.2,7.1,34.9,13.1,4.8,7.4,52.1,50.7,1012.7,11,1,3,1,2023,78.2,0,-46.8,99.3
2023-01-03 12:00:00,150.34,40.95,7070.8,6806.0,1241.1,2161.9,1696.9,1000.3,364.7,196.7,74.9,22.5,3.2,5.3,12.9,100.0,20.8,1016.8,12,1,3,1,2023,92.2,0,264.8,103.9
2023-01-03 13:00:00,154.24,32.64,7047.4,7432.5,1221.1,2124.3,1674.4,1012.3,338.9,0.0,11.0,226.9,161.5,6.3,2.6,66.6,73.6,1008.8,13,1,3,1,2023,75.1,1,-385.2,94.8
2023-01-03 14:00:00,133.65,30.06,7510.0,7289.9,1151.2,2199.5,1897.2,1038.6,356.7,115.1,98.3,36.6,0.0,2.5,3.3,69.5,43.6,1016.1,14,1,3,1,2023,79.7,0,220.1,103.0
2023-01-03 15:00:00,125.65,31.17,7179.6,6966.8,944.3,2049.7,1885.4,1027.6,322.8,135.6,97.7,0.0,0.0,1.0,10.7,39.8,45.2,1012.0,15,1,3,1,2023,96.2,0,212.8,103.1
2023-01-03 16:00:00,153.51,28.45,7524.1,6886.9,712.2,2226.5,1953.1,1060.2,410.5,395.3,265.9,0.0,0.0,3.5,5.9,27.6,56.7,1009.2,16,1,3,1,2023,81.9,-1,637.3,109.3
2023-01-03 17:00:00,153.63,47.54,7786.8,7017.1,379.5,2329.6,1928.6,1169.1,429.7,454.1,282.8,20.8,10.6,-1.9,9.1,0.0,56.5,1011.5,17,1,3,1,2023,99.0,-1,769.7,111.0
2023-01-03 18:00:00,117.54,31.0,6708.8,6219.6,96.9,2077.9,1665.0,941.1,366.8,240.2,201.9,16.6,36.2,-0.1,1.2,54.0,59.3,1015.2,18,1,3,1,2023,82.5,0,489.2,107.9
2023-01-03 19:00:00,126.53,41.79,6743.7,5622.6,24.9,2020.1,1747.4,945.5,377.8,637.3,436.7,0.0,0.0,-0.9,0.0,65.9,43.7,1008.3,19,1,3,1,2023,82.7,-1,1121.0,119.9
2023-01-03 20:00:00,105.31,45.01,5935.2,5567.8,56.5,1731.9,1582.6,855.2,305.3,223.2,137.2,0.0,3.4,1.1,0.0,100.0,44.8,1014.2,20,1,3,1,2023,86.2,0,367.4,106.6
2023-01-03 21:00:00,78.88,55.16,5766.8,5389.9,0.0,1781.0,1279.9,904.2,279.8,214.9,138.2,6.4,0.0,0.9,3.5,61.5,47.1,1010.4,21,1,3,1,2023,100.0,0,376.8,107.0
2023-01-03 22:00:00,90.62,59.45,5808.3,5526.6,0.0,1735.6,1414.1,815.1,233.9,140.6,106.8,37.7,0.0,0.2,8.3,56.2,49.8,1024.9,22,1,3,1,2023,100.0,0,281.7,105.1
2023-01-03 23:00:00,107.79,54.62,5129.4,5200.1,89.1,1472.8,1294.0,689.8,233.3,0.0,17.6,18.2,4.4,3.6,6.8,67.3,46.4,1006.5,23,1,3,1,2023,100.0,0,-70.6,98.6
2023-01-04 00:00:00,78.16,58.99,5147.2,4750.2,0.0,1576.5,1283.7,736.3,255.7,245.3,180.0,0.0,0.0,4.6,15.2,80.3,63.0,1016.2,0,2,4,1,2023,100.0,0,397.0,108.4
2023-01-04 01:00:00,108.31,60.76,4800.6,4752.9,34.6,1503.7,1194.8,658.8,254.8,20.9,34.9,0.0,6.9,6.0,3.4,78.1,26.3,1015.0,1,2,4,1,2023,100.0,0,47.7,101.0
2023-01-04 02:00:00,36.97,43.08,4533.0,4429.9,57.9,1351.5,1276.2,565.0,218.6,80.3,22.9,0.0,14.2,5.3,10.7,11.4,66.5,1014.4,2,2,4,1,2023,100.0,0,103.2,102.3
2023-01-04 03:00:00,105.25,47.36,4211.8,5142.1,52.9,1420.3,990.1,630.1,208.8,0.0,0.0,554.1,373.7,9.3,5.9,2.2,58.6,1008.5,3,2,4,1,2023,100.0,1,-930.4,81.9
2023-01-04 04:00:00,100.29,52.76,4743.0,5051.9,0.0,1540.3,1139.5,575.4,204.8,0.0,11.5,182.7,96.7,10.5,5.6,71.8,54.4,1012.3,4,2,4,1,2023,100.0,1,-308.9,93.9
2023-01-04 05:00:00,102.97,50.69,4786.1,4964.3,0.0,1485.4,1124.4,617.7,281.3,17.1,0.0,66.6,81.6,10.1,0.0,44.3,50.7,1012.6,5,2,4,1,2023,95.2,0,-178.2,96.4
2023-01-04 06:00:00,120.34,43.13,4511.5,5182.3,28.0,1318.8,1009.0,605.9,225.7,19.7,18.6,402.0,245.5,9.7,14.2,55.0,31.0,1014.0,6,2,4,1,2023,100.0,1,-670.8,87.1
2023-01-04 07:00:00,93.24,53.16,4979.9,5657.8,265.4,1321.1,1195.2,749.2,237.8,0.0,1.1,369.3,287.1,8.6,11.7,40.2,52.8,1008.5,7,2,4,1,2023,100.0,1,-677.8,88.0
2023-01-04 08:00:00,134.69,44.06,4836.4,5786.3,434.9,1335.4,1137.5,704.4,203.7,14.9,0.0,551.5,371.2,8.7,10.7,52.7,38.7,1019.0,8,2,4,1,2023,99.1,1,-949.8,83.6
2023-01-04 09:00:00,153.34,38.67,5617.6,5673.5,683.7,1769.9,1382.4,867.8,323.9,0.0,13.5,20.9,2.6,11.3,8.3,9.9,44.5,1013.7,9,2,4,1,2023,92.4,0,-55.8,99.0
2023-01-04 10:00:00,179.85,27.77,6300.5,6768.0,969.8,1802.4,1640.3,908.9,258.9,9.6,25.5,340.6,135.3,7.0,0.0,64.5,26.5,1014.6,10,2,4,1,2023,62.5,1,-467.5,93.1
2023-01-04 11:00:00,147.89,33.16,6454.4,6929.0,1094.4,1975.3,1562.4,892.3,330.3,9.9,4.4,335.6,190.2,6.8,9.1,24.3,49.0,1006.4,11,2,4,1,2023,90.9,1,-474.6,93.1
2023-01-04 12:00:00,144.01,12.71,6827.8,6928.5,1173.1,1963.4,1769.6,867.0,324.3,11.5,0.0,62.1,24.5,5.5,5.9,9.9,55.8,1017.8,12,2,4,1,2023,78.2,0,-100.7,98.5
2023-01-04 13:00:00,148.15,28.46,7688.4,6858.4,1323.3,2289.3,1991.8,1058.9,383.2,481.3,325.8,5.6,8.1,2.4,8.6,38.7,46.1,1017.4,13,2,4,1,2023,86.2,-1,830.0,112.1
2023-01-04 14:00:00,169.64,29.55,7737.0,7002.4,1289.3,2275.4,1926.9,1118.8,384.5,474.0,280.2,0.0,7.5,1.9,10.8,35.9,51.0,1021.0,14,2,4,1,2023,85.0,-1,734.6,110.5
2023-01-04 15:00:00,152.71,31.32,7305.5,6324.6,917.3,2271.1,1863.5,956.2,379.2,551.2,407.5,0.0,0.0,2.3,10.0,55.7,58.6,1013.5,15,2,4,1,2023,86.9,-1,980.9,115.5
2023-01-04 16:00:00,128.95,20.19,7671.1,6573.5,622.3,2387.4,1980.3,1100.9,384.2,684.1,408.1,0.0,0.0,-0.2,8.1,76.5,44.0,1006.4,16,2,4,1,2023,82.3,-1,1097.6,116.7
2023-01-04 17:00:00,138.06,35.1,7639.2,7072.6,339.8,2138.1,1883.0,1078.6,391.8,377.5,195.8,0.0,0.0,-1.0,7.5,37.4,25.9,1018.0,17,2,4,1,2023,90.6,0,566.6,108.0
2023-01-04 18:00:00,120.19,29.35,7233.9,6524.1,77.8,2298.4,1792.6,1005.8,351.7,385.2,310.4,1.9,0.0,-2.9,5.2,68.6,47.3,1011.6,18,2,4,1,2023,85.6,-1,709.7,110.9
2023-01-04 19:00:00,125.51,34.58,6833.7,5642.9,0.0,2025.2,1735.9,948.2,334.0,720.9,491.1,42.0,0.0,1.7,2.6,57.8,29.8,1021.5,19,2,4,1,2023,84.1,-1,1190.8,121.1
2023-01-04 20:00:00,85.77,49.19,6695.8,5601.3,0.0,2111.9,1708.3,908.9,359.2,644.4,438.1,1.0,10.3,-0.3,5.5,29.2,58.5,1013.0,20,2,4,1,2023,100.0,-1,1094.4,119.5
2023-01-04 21:00:00,84.2,62.16,6215.5,5027.3,33.2,1989.6,1549.6,798.0,318.7,713.0,504.7,0.0,0.0,0.0,0.0,71.4,48.6,1011.7,21,2,4,1,2023,100.0,-1,1188.1,123.6
2023-01-04 22:00:00,76.67,52.04,5272.1,5012.7,0.0,1528.1,1374.5,577.4,289.6,184.7,91.1,0.0,13.6,2.7,1.7,19.8,43.8,1005.1,22,2,4,1,2023,100.0,0,259.4,105.2
2023-01-04 23:00:00,53.36,49.08,5197.1,4911.8,8.6,1713.0,1285.6,789.8,238.0,207.4,125.8,18.1,0.0,4.6,5.5,93.2,46.4,1013.5,23,2,4,1,2023,100.0,0,285.3,105.8
2023-01-05 00:00:00,83.76,58.24,4784.8,5145.2,0.0,1265.5,1237.3,682.7,236.2,0.0,0.0,207.4,114.8,4.4,0.0,51.3,50.1,1017.4,0,3,5,1,2023,100.0,1,-360.4,93.0
2023-01-05 01:00:00,84.47,65.0,5023.7,4829.3,0.0,1408.7,1284.7,733.2,231.7,108.2,89.0,31.1,0.0,9.7,0.0,100.0,63.1,1007.5,1,3,5,1,2023,100.0,0,194.3,104.0
2023-01-05 02:00:00,83.84,63.29,4388.6,4527.5,28.0,1276.8,1049.9,637.5,216.4,31.8,0.0,48.4,56.2,10.2,0.9,76.4,49.9,1006.0,2,3,5,1,2023,100.0,0,-138.9,96.9
2023-01-05 03:00:00,85.86,77.65,4289.4,4580.2,82.0,1188.7,1175.1,620.5,188.3,0.0,0.0,122.6,154.4,8.5,5.2,35.7,43.9,1011.7,3,3,5,1,2023,100.0,1,-290.8,93.7
2023-01-05 04:00:00,72.87,51.95,4838.6,4568.6,0.0,1314.2,1280.0,806.6,221.9,171.3,112.4,0.0,3.2,10.2,8.3,92.4,52.1,1008.5,4,3,5,1,2023,100.0,0,269.9,105.9
2023-01-05 05:00:00,100.4,56.35,4773.7,5213.1,26.1,1529.6,1114.8,688.3,260.5,5.3,9.0,313.8,180.1,7.2,5.4,58.3,52.9,1008.3,5,3,5,1,2023,100.0,1,-439.5,91.6
2023-01-05 06:00:00,112.14,62.33,5530.6,5490.3,21.8,1616.7,1432.8,834.6,249.4,30.4,39.3,22.4,23.8,11.4,1.2,60.0,57.3,1017.6,6,3,5,1,2023,98.9,0,40.3,100.7
2023-01-05 07:00:00,114.2,58.28,5008.6,5168.2,241.2,1510.0,1228.2,659.2,256.3,0.0,0.0,135.7,75.3,10.6,8.3,49.1,45.4,1008.8,7,3,5,1,2023,100.0,0,-159.7,96.9
2023-01-05 08:00:00,135.36,30.36,5466.5,5387.0,461.0,1704.2,1424.5,788.8,308.2,10.2,53.0,2.0,0.0,6.1,13.9,97.0,38.6,1016.0,8,3,5,1,2023,92.5,0,79.5,101.5
2023-01-05 09:00:00,153.8,40.11,6314.2,6034.1,758.1,1997.8,1660.0,998.5,290.4,154.8,110.2,57.0,10.9,8.1,0.9,58.8,45.0,1012.5,9,3,5,1,2023,77.1,0,280.0,104.6
2023-01-05 10:00:00,186.82,46.92,6030.1,6353.0,904.1,1956.4,1548.6,869.6,325.9,12.5,0.0,184.9,126.3,5.0,1.1,89.7,58.7,1021.7,10,3,5,1,2023,69.4,1,-322.9,94.9
2023-01-05 11:00:00,159.99,53.67,7119.5,6710.6,1229.8,2052.9,1868.4,979.4,333.9,269.9,152.1,52.2,9.2,8.1,6.4,43.5,50.1,1004.9,11,3,5,1,2023,92.1,0,408.9,106.1
2023-01-05 12:00:00,162.82,35.98,6722.6,6437.3,1191.2,2163.8,1723.3,940.8,329.2,209.3,93.7,24.8,7.5,3.0,15.0,66.4,44.9,1020.4,12,3,5,1,2023,93.1,0,285.3,104.4
2023-01-05 13:00:00,155.46,26.99,7469.9,6787.4,1247.1,2256.3,1836.3,946.8,401.6,387.8,308.9,0.0,0.0,1.1,5.3,92.5,47.2,1008.1,13,3,5,1,2023,73.3,-1,682.5,110.1
2023-01-05 14:00:00,118.25,22.0,6932.8,6980.2,1071.5,2095.8,1575.5,922.7,316.3,0.0,12.5,10.3,13.3,1.0,8.9,100.0,66.8,1014.8,14,3,5,1,2023,84.7,0,-47.4,99.3
2023-01-05 15:00:00,145.93,45.12,7512.6,6772.2,927.6,2227.3,1791.4,1082.9,449.0,475.4,293.6,0.0,23.1,1.4,1.0,57.9,40.9,1001.4,15,3,5,1,2023,81.8,-1,740.4,110.9
2023-01-05 16:00:00,139.19,36.2,7065.4,7045.1,661.0,2149.0,1721.3,1023.7,350.8,15.3,20.0,24.3,11.3,0.7,9.5,85.6,44.5,1016.6,16,3,5,1,2023,89.0,0,20.3,100.3
2023-01-05 17:00:00,172.78,27.55,7838.4,7097.0,347.6,2498.2,1996.1,1122.1,453.7,445.3,290.2,0.0,0.0,-1.1,10.4,53.1,62.2,1015.8,17,3,5,1,2023,80.9,-1,741.4,110.4
2023-01-05 18:00:00,114.6,35.19,6760.6,6270.7,38.0,2090.6,1594.5,908.4,385.4,252.9,220.0,5.5,0.0,0.2,3.4,87.1,37.9,1014.0,18,3,5,1,2023,85.3,0,489.9,107.8
2023-01-05 19:00:00,113.12,42.41,6517.9,6324.0,10.3,2059.8,1525.5,925.5,335.3,97.3,46.3,0.0,24.6,-0.9,0.0,37.8,30.5,1014.2,19,3,5,1,2023,89.1,0,193.9,103.1
2023-01-05 20:00:00,97.4,47.93,6538.1,5714.3,0.0,1878.8,1601.3,993.4,288.7,490.8,312.2,0.0,20.1,1.3,12.6,96.5,39.3,1016.3,20,3,5,1,2023,100.0,-1,823.9,114.4
